work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,Senior,Full-time,Data Scientist,213500.0,USD,213500.0,US,0,US,Medium
2024,Senior,Full-time,AI Engineer,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Power BI,85000.0,USD,85000.0,US,0,US,Medium
2023,Executive,Full-time,Data Lead,230000.0,USD,230000.0,US,0,US,Medium
2025,Senior,Full-time,Site Reliability Engineer,160000.0,USD,160000.0,US,0,US,Medium
2025,Mid,Full-time,AI Engineer,134280.0,USD,134280.0,US,0,US,Medium
2024,Senior,Full-time,Data Integration Engineer,220900.0,USD,220900.0,US,0,US,Medium
2025,Mid,Full-time,Machine Learning Scientist,120000.0,USD,120000.0,CA,100,CA,Medium
2025,Mid,Full-time,Software Development Engineer,205000.0,USD,205000.0,US,0,US,Medium
2025,Entry,Full-time,Data Engineer,53000.0,EUR,55789.0,AT,0,AT,Medium
2021,Mid,Full-time,Data Engineer,22000.0,EUR,26005.0,RO,0,US,Large
2024,Senior,Full-time,AI Engineer,600000.0,USD,600000.0,CA,0,CA,Medium
2025,Mid,Full-time,Analyst,88000.0,USD,88000.0,US,0,US,Medium
2025,Executive,Full-time,Account Executive,325000.0,USD,325000.0,US,100,US,Medium
2024,Senior,Full-time,AI Scientist,156499.0,USD,156499.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,287600.0,USD,287600.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,154000.0,USD,154000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,40736.0,GBP,51564.0,GB,0,GB,Medium
2024,Senior,Full-time,Data Scientist,282720.0,USD,282720.0,US,0,US,Medium
2025,Senior,Full-time,Applied Scientist,224900.0,USD,224900.0,US,100,US,Medium
2024,Senior,Full-time,Data Scientist,96200.0,USD,96200.0,US,100,US,Medium
2024,Senior,Full-time,AI Engineer,140000.0,USD,140000.0,US,0,US,Medium
2024,Senior,Full-time,Site Reliability Engineer,120000.0,USD,120000.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,85300.0,USD,85300.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,153000.0,USD,153000.0,US,0,US,Medium
2023,Entry,Full-time,BI Developer,57000.0,USD,57000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,167900.0,USD,167900.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,91200.0,USD,91200.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,92000.0,USD,92000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,265600.0,USD,265600.0,US,0,US,Medium
2025,Mid,Full-time,Machine Learning Specialist,137439.0,USD,137439.0,US,0,US,Medium
2024,Senior,Full-time,Data Integration Developer,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,286300.0,USD,286300.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,134800.0,USD,134800.0,US,0,US,Large
2025,Senior,Full-time,Lead Engineer,90000.0,USD,90000.0,US,0,US,Medium
2025,Senior,Full-time,Business Analyst,133400.0,USD,133400.0,US,100,US,Medium
2025,Mid,Contract,Software Engineer,156000.0,USD,156000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analytics Lead,135000.0,USD,135000.0,US,0,US,Medium
2022,Senior,Full-time,Data Analyst,127000.0,USD,127000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,71668.0,USD,71668.0,US,0,US,Medium
2024,Entry,Full-time,Data Engineer,60000.0,USD,60000.0,US,0,US,Large
2024,Mid,Full-time,Data Analytics Manager,121800.0,USD,121800.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,155000.0,USD,155000.0,US,0,US,Medium
2024,Senior,Full-time,DevOps Engineer,136000.0,USD,136000.0,US,100,US,Medium
2025,Senior,Full-time,Lead Engineer,157150.0,USD,157150.0,US,0,US,Medium
2024,Mid,Full-time,DevOps Engineer,106000.0,USD,106000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,181775.0,USD,181775.0,US,0,US,Medium
2024,Senior,Full-time,Business Intelligence,195000.0,USD,195000.0,US,0,US,Medium
2025,Entry,Full-time,Data Quality Analyst,30500.0,GBP,38607.0,GB,0,GB,Medium
2024,Mid,Full-time,Research Scientist,128000.0,USD,128000.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,187300.0,USD,187300.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,101540.0,USD,101540.0,US,100,US,Medium
2025,Senior,Full-time,Data Analyst,132000.0,PLN,32432.0,PL,100,PL,Medium
2025,Senior,Full-time,Engineer,135000.0,USD,135000.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,82610.0,USD,82610.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,233200.0,USD,233200.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,75600.0,USD,75600.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,139400.0,USD,139400.0,US,100,US,Medium
2024,Mid,Full-time,Solutions Engineer,118000.0,USD,118000.0,US,0,US,Medium
2024,Senior,Full-time,Research Engineer,144200.0,USD,144200.0,US,0,US,Medium
2024,Senior,Full-time,Analytics Engineer,112000.0,USD,112000.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,307400.0,USD,307400.0,US,0,US,Medium
2024,Mid,Full-time,ETL Developer,166000.0,USD,166000.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,160080.0,USD,160080.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,147560.0,USD,147560.0,US,100,US,Medium
2025,Entry,Full-time,Data Scientist,74000.0,USD,74000.0,US,0,US,Medium
2025,Entry,Full-time,Data Scientist,94563.0,USD,94563.0,AU,0,AU,Medium
2024,Senior,Full-time,Data Scientist,55000.0,GBP,68750.0,GB,0,GB,Medium
2025,Senior,Full-time,Manager,199680.0,USD,199680.0,US,100,US,Medium
2024,Entry,Full-time,Business Intelligence Analyst,65000.0,USD,65000.0,US,0,US,Medium
2025,Mid,Full-time,Platform Engineer,143700.0,USD,143700.0,US,0,US,Medium
2025,Senior,Full-time,Software Development Engineer,151300.0,USD,151300.0,US,0,US,Large
2023,Senior,Full-time,Data Engineer,109000.0,USD,109000.0,US,0,US,Medium
2025,Senior,Full-time,Software Development Engineer,158200.0,USD,158200.0,US,100,US,Medium
2025,Senior,Full-time,Business Intelligence,149100.0,USD,149100.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,137300.0,USD,137300.0,US,100,US,Medium
2025,Senior,Full-time,Data Scientist,253000.0,USD,253000.0,CA,0,CA,Medium
2024,Senior,Full-time,Data Engineer,90300.0,USD,90300.0,US,100,US,Medium
2025,Senior,Contract,Analytics Engineer,3200000.0,INR,37838.0,IN,100,IN,Medium
2024,Senior,Full-time,Decision Scientist,208800.0,USD,208800.0,US,0,US,Medium
2025,Mid,Full-time,Data Archivist,182697.0,USD,182697.0,US,0,US,Medium
2024,Senior,Full-time,Site Reliability Engineer,180000.0,USD,180000.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,220000.0,USD,220000.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,228000.0,USD,228000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,210960.0,USD,210960.0,CA,0,CA,Medium
2025,Mid,Full-time,Data Infrastructure Engineer,130000.0,USD,130000.0,US,100,US,Medium
2023,Entry,Full-time,Research Scientist,47840.0,USD,47840.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,222000.0,USD,222000.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,131500.0,USD,131500.0,US,100,US,Medium
2025,Entry,Full-time,Data Analyst,89700.0,USD,89700.0,US,0,US,Medium
2024,Mid,Full-time,Cloud Engineer,127100.0,USD,127100.0,US,0,US,Medium
2025,Mid,Full-time,Machine Learning Engineer,143100.0,USD,143100.0,US,0,US,Medium
2025,Senior,Full-time,Principal Researcher,255000.0,USD,255000.0,US,0,US,Medium
2024,Senior,Full-time,Developer,130000.0,USD,130000.0,US,100,US,Medium
2025,Mid,Full-time,Analyst,62300.0,USD,62300.0,US,0,US,Medium
2022,Senior,Full-time,Data Analyst,123648.0,USD,123648.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,117300.0,USD,117300.0,US,0,US,Medium
2025,Senior,Full-time,Architect,181800.0,USD,181800.0,US,0,US,Medium
2025,Mid,Full-time,Systems Engineer,249000.0,USD,249000.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,131000.0,USD,131000.0,CA,100,CA,Medium
2025,Executive,Full-time,Quantitative Analyst,198000.0,USD,198000.0,US,0,US,Medium
2024,Entry,Full-time,Analyst,192100.0,USD,192100.0,US,100,US,Medium
2025,Senior,Full-time,Data Scientist,167760.0,USD,167760.0,US,100,US,Medium
2024,Senior,Full-time,AI Engineer,87200.0,EUR,96888.0,DE,0,DE,Medium
2024,Senior,Full-time,Applied Scientist,108100.0,USD,108100.0,CA,0,CA,Medium
2024,Senior,Full-time,Engineer,176000.0,USD,176000.0,US,100,US,Medium
2025,Mid,Full-time,Product Manager,110000.0,USD,110000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,114000.0,USD,114000.0,US,0,US,Medium
2024,Mid,Full-time,Machine Learning Engineer,228000.0,USD,228000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,94000.0,USD,94000.0,US,0,US,Medium
2024,Senior,Full-time,Manager,242000.0,USD,242000.0,US,0,US,Medium
2025,Senior,Full-time,Data Lead,120000.0,USD,120000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,118500.0,USD,118500.0,US,100,US,Medium
2023,Senior,Full-time,Data Analyst,113000.0,USD,113000.0,US,100,US,Medium
2025,Entry,Full-time,Data Analyst,196000.0,USD,196000.0,US,0,US,Medium
2025,Senior,Full-time,Engineering Manager,440000.0,USD,440000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,221000.0,USD,221000.0,CA,100,CA,Medium
2025,Mid,Full-time,Data Scientist,198000.0,USD,198000.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,173800.0,USD,173800.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,275264.0,USD,275264.0,US,0,US,Medium
2024,Senior,Full-time,Data Governance,171910.0,USD,171910.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,250000.0,USD,250000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,251600.0,USD,251600.0,US,0,US,Medium
2024,Mid,Full-time,Software Developer,62100.0,USD,62100.0,US,0,US,Medium
2022,Senior,Full-time,Data Analytics Manager,145000.0,USD,145000.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,130000.0,EUR,136842.0,IE,0,IE,Medium
2023,Senior,Full-time,Research Analyst,210000.0,USD,210000.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,207000.0,USD,207000.0,US,0,US,Medium
2023,Entry,Full-time,BI Data Analyst,50000.0,USD,50000.0,KE,100,KE,Small
2024,Senior,Full-time,Data Scientist,129100.0,USD,129100.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,21260.0,GBP,26575.0,ZA,0,ZA,Medium
2025,Mid,Full-time,Machine Learning Engineer,196000.0,USD,196000.0,US,0,US,Medium
2025,Senior,Full-time,Data Architect,107657.0,USD,107657.0,US,0,US,Medium
2025,Senior,Full-time,Systems Engineer,180000.0,USD,180000.0,US,100,US,Medium
2025,Senior,Full-time,Research Scientist,191500.0,USD,191500.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,750000.0,USD,750000.0,US,100,US,Medium
2024,Senior,Full-time,Data Engineer,94200.0,USD,94200.0,US,0,US,Medium
2024,Senior,Full-time,Applied Scientist,202198.0,USD,202198.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,95100.0,USD,95100.0,US,100,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,174800.0,GBP,221265.0,GB,0,GB,Medium
2025,Senior,Full-time,Quantitative Analyst,145000.0,USD,145000.0,US,0,US,Medium
2025,Executive,Full-time,Head of Data,161400.0,USD,161400.0,US,100,US,Medium
2022,Senior,Full-time,Data Scientist,123400.0,USD,123400.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Scientist,189885.0,USD,189885.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,215000.0,USD,215000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,227299.0,USD,227299.0,US,100,US,Medium
2024,Senior,Full-time,Data Governance Lead,95776.0,USD,95776.0,US,100,US,Medium
2025,Senior,Full-time,AI Engineer,57000.0,USD,57000.0,UA,100,UA,Medium
2025,Senior,Full-time,AI Engineer,277000.0,USD,277000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,118200.0,USD,118200.0,US,100,US,Medium
2024,Senior,Full-time,Analytics Engineer,196900.0,USD,196900.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,200700.0,USD,200700.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,150200.0,USD,150200.0,US,0,US,Medium
2024,Mid,Full-time,Platform Data Engineer,36000.0,EUR,40000.0,PT,100,PT,Large
2024,Senior,Full-time,Manager,84600.0,USD,84600.0,US,0,US,Medium
2025,Senior,Full-time,Business Intelligence Engineer,115115.0,USD,115115.0,CA,0,CA,Medium
2025,Senior,Full-time,Associate,106700.0,USD,106700.0,US,0,US,Medium
2025,Mid,Full-time,Data Visualization Engineer,68400.0,USD,68400.0,US,100,US,Medium
2024,Mid,Full-time,Engineer,108472.0,USD,108472.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,80000.0,USD,80000.0,US,100,US,Medium
2024,Mid,Full-time,Software Engineer,85920.0,USD,85920.0,US,0,US,Medium
2024,Mid,Full-time,Data Analyst,93500.0,USD,93500.0,US,100,US,Medium
2025,Mid,Full-time,Platform Engineer,90000.0,USD,90000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,172517.0,USD,172517.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,40900.0,USD,40900.0,AT,100,AT,Medium
2025,Mid,Full-time,Data Analyst,45000.0,GBP,56962.0,GB,0,GB,Medium
2025,Mid,Full-time,Analytics Engineer,130300.0,USD,130300.0,US,0,US,Medium
2025,Mid,Full-time,Research Engineer,55000.0,USD,55000.0,US,0,US,Medium
2025,Senior,Full-time,Manager,230900.0,USD,230900.0,US,0,US,Medium
2025,Mid,Full-time,Analyst,80170.0,USD,80170.0,US,0,US,Medium
2024,Senior,Full-time,AI Engineer,85000.0,USD,85000.0,US,100,US,Medium
2024,Mid,Full-time,Statistician,100000.0,USD,100000.0,US,100,US,Medium
2025,Mid,Full-time,Data Engineer,89000.0,USD,89000.0,US,100,US,Medium
2025,Entry,Full-time,Business Intelligence Analyst,120000.0,USD,120000.0,US,0,US,Medium
2024,Senior,Full-time,Product Manager,78224.0,EUR,86915.0,ES,100,ES,Medium
2025,Senior,Full-time,Quantitative Researcher,137000.0,USD,137000.0,US,0,US,Large
2024,Entry,Full-time,Analyst,201300.0,USD,201300.0,US,0,US,Medium
2024,Senior,Full-time,Applied Scientist,121800.0,USD,121800.0,US,0,US,Medium
2025,Mid,Full-time,Data Platform Engineer,72780.0,EUR,76610.0,NL,0,NL,Medium
2024,Senior,Full-time,Engineer,140000.0,GBP,175000.0,GB,0,GB,Medium
2025,Mid,Full-time,Data Manager,64527.0,USD,64527.0,US,0,US,Medium
2025,Entry,Contract,Analyst,16000.0,USD,16000.0,SV,100,SV,Medium
2024,Senior,Full-time,Data Engineer,313600.0,USD,313600.0,US,0,US,Medium
2024,Mid,Full-time,Research Engineer,140000.0,USD,140000.0,US,0,US,Medium
2024,Senior,Full-time,Encounter Data Management Professional,96200.0,USD,96200.0,US,0,US,Medium
2025,Mid,Full-time,Analytics Engineer,168000.0,USD,168000.0,US,0,US,Medium
2025,Mid,Full-time,Associate,167800.0,USD,167800.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,215000.0,USD,215000.0,US,0,US,Medium
2025,Executive,Full-time,Data Engineer,206500.0,USD,206500.0,US,100,US,Medium
2024,Mid,Full-time,Machine Learning Engineer,170000.0,USD,170000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,234300.0,USD,234300.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,99200.0,USD,99200.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,294000.0,USD,294000.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,77728.0,USD,77728.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,17364.0,EUR,18277.0,FR,0,FR,Medium
2024,Senior,Full-time,Developer,90000.0,USD,90000.0,US,100,US,Medium
2025,Senior,Full-time,Data Architect,242440.0,USD,242440.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,185000.0,USD,185000.0,US,100,US,Medium
2025,Mid,Full-time,Manager,134000.0,USD,134000.0,US,0,US,Medium
2025,Executive,Full-time,Engineer,152027.0,USD,152027.0,US,0,US,Medium
2024,Senior,Full-time,Analyst,54525.0,USD,54525.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,117600.0,USD,117600.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,144660.0,USD,144660.0,US,100,US,Medium
2024,Mid,Full-time,Data Analyst,65281.0,USD,65281.0,US,100,US,Medium
2025,Executive,Full-time,Head of AI,263900.0,USD,263900.0,CA,0,CA,Medium
2024,Senior,Full-time,Software Engineer,211500.0,USD,211500.0,US,0,US,Medium
2024,Entry,Full-time,Data Quality Analyst,58700.0,USD,58700.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,319000.0,USD,319000.0,US,0,US,Medium
2024,Senior,Full-time,Research Engineer,100000.0,USD,100000.0,US,100,US,Medium
2024,Mid,Full-time,Associate,97200.0,USD,97200.0,US,0,US,Medium
2020,Entry,Full-time,Big Data Engineer,70000.0,USD,70000.0,US,100,US,Large
2025,Mid,Full-time,Data Analyst,111000.0,USD,111000.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,214200.0,USD,214200.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,122000.0,USD,122000.0,US,0,US,Medium
2025,Senior,Full-time,Data Management Expert,100644.0,EUR,105941.0,NL,0,NL,Medium
2024,Mid,Full-time,Data Scientist,175000.0,USD,175000.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,226465.0,USD,226465.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,85032.0,USD,85032.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,110200.0,USD,110200.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,108560.0,USD,108560.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,180265.0,USD,180265.0,US,100,US,Medium
2024,Senior,Full-time,Analytics Engineer,141500.0,USD,141500.0,CA,0,CA,Medium
2025,Senior,Full-time,Data Analyst,130425.0,USD,130425.0,US,0,US,Medium
2024,Entry,Full-time,Data Scientist,34895.0,GBP,43618.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,175500.0,USD,175500.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,86700.0,USD,86700.0,US,0,US,Medium
2025,Mid,Full-time,Associate,150700.0,USD,150700.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,308000.0,USD,308000.0,US,0,US,Medium
2024,Mid,Full-time,Data Analytics Specialist,163125.0,USD,163125.0,US,0,US,Medium
2025,Mid,Full-time,Analyst,98300.0,USD,98300.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,122300.0,USD,122300.0,US,0,US,Medium
2024,Entry,Full-time,Software Engineer,82000.0,USD,82000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,116000.0,USD,116000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,217553.0,USD,217553.0,US,100,US,Medium
2025,Entry,Full-time,Analyst,82224.0,EUR,86551.0,FR,0,FR,Medium
2025,Mid,Full-time,Cloud Engineer,49997.0,USD,49997.0,US,0,US,Medium
2025,Entry,Full-time,Data Engineer,48000.0,GBP,60759.0,GB,0,GB,Medium
2025,Mid,Full-time,Full Stack Engineer,165000.0,USD,165000.0,US,0,US,Medium
2025,Mid,Full-time,Research Scientist,81696.0,USD,81696.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,254000.0,USD,254000.0,US,0,US,Medium
2025,Senior,Full-time,Prompt Engineer,89203.0,USD,89203.0,US,100,US,Medium
2025,Mid,Full-time,AI Engineer,90000.0,EUR,94736.0,ES,100,ES,Medium
2025,Senior,Full-time,Data Strategist,212333.0,USD,212333.0,US,100,US,Medium
2025,Mid,Full-time,Engineer,103000.0,USD,103000.0,US,100,US,Medium
2024,Mid,Full-time,Business Intelligence Analyst,75650.0,USD,75650.0,US,0,US,Medium
2024,Senior,Full-time,AI Architect,295000.0,USD,295000.0,US,0,US,Medium
2024,Mid,Full-time,Machine Learning Engineer,185752.0,USD,185752.0,US,0,US,Medium
2024,Senior,Full-time,Systems Engineer,152320.0,USD,152320.0,US,100,US,Medium
2025,Mid,Full-time,Software Developer,54000.0,EUR,56842.0,LT,0,LT,Medium
2025,Mid,Full-time,Data Management Specialist,141000.0,USD,141000.0,US,0,US,Medium
2025,Senior,Full-time,Research Engineer,136000.0,USD,136000.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,94000.0,USD,94000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analytics Business Partner,140000.0,USD,140000.0,US,0,US,Medium
2025,Senior,Contract,Data Architect,150000.0,USD,150000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,174000.0,PLN,42751.0,PL,0,PL,Medium
2025,Senior,Full-time,Manager,112000.0,USD,112000.0,US,100,US,Medium
2025,Senior,Full-time,MLOps Engineer,220680.0,USD,220680.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,240000.0,USD,240000.0,US,100,US,Medium
2025,Mid,Full-time,Software Engineer,128700.0,USD,128700.0,US,0,US,Medium
2024,Mid,Full-time,Engineering Manager,251000.0,USD,251000.0,US,0,US,Medium
2025,Senior,Full-time,Data Product Owner,174000.0,USD,174000.0,US,0,US,Medium
2025,Entry,Full-time,Associate,56000.0,USD,56000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,60000.0,EUR,66666.0,FR,0,FR,Medium
2024,Mid,Full-time,Data Engineer,108000.0,USD,108000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,153600.0,USD,153600.0,US,0,US,Medium
2025,Senior,Full-time,Commercial Counsel,275000.0,USD,275000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,260000.0,USD,260000.0,US,0,US,Medium
2025,Senior,Full-time,Manager,116300.0,USD,116300.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,261500.0,USD,261500.0,US,0,US,Large
2025,Senior,Full-time,Business Intelligence Developer,91200.0,USD,91200.0,US,100,US,Medium
2024,Mid,Full-time,Data Scientist,61600.0,USD,61600.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,35317.0,USD,35317.0,US,0,US,Medium
2025,Mid,Full-time,Solution Engineer,96000.0,USD,96000.0,CA,0,CA,Medium
2024,Senior,Full-time,Business Intelligence Engineer,45000.0,GBP,56250.0,GB,0,GB,Medium
2025,Mid,Full-time,Systems Engineer,61900.0,USD,61900.0,US,0,US,Medium
2025,Senior,Full-time,Data Specialist,36000.0,USD,36000.0,US,100,US,Medium
2025,Senior,Full-time,Data Scientist,120000.0,USD,120000.0,CA,0,CA,Medium
2025,Senior,Full-time,Manager,97500.0,USD,97500.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,67500.0,USD,67500.0,US,0,US,Medium
2024,Mid,Full-time,Machine Learning Scientist,150000.0,USD,150000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,60000.0,EUR,63157.0,LT,0,LT,Medium
2025,Senior,Full-time,Data Analyst,112869.0,USD,112869.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,77350.0,USD,77350.0,US,0,US,Medium
2024,Entry,Full-time,Product Manager,67000.0,USD,67000.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,140900.0,USD,140900.0,US,100,US,Medium
2025,Mid,Full-time,Machine Learning Engineer,300000.0,USD,300000.0,US,100,US,Medium
2025,Senior,Full-time,Manager,165100.0,USD,165100.0,US,0,US,Medium
2024,Mid,Full-time,Engineering Manager,360000.0,USD,360000.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,143100.0,USD,143100.0,US,100,US,Medium
2024,Senior,Full-time,Engineer,205000.0,USD,205000.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,141000.0,USD,141000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,122726.0,USD,122726.0,US,0,US,Medium
2025,Senior,Full-time,Research Scientist,251000.0,USD,251000.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,189000.0,USD,189000.0,US,0,US,Medium
2024,Mid,Full-time,Data Analyst,82227.0,USD,82227.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,118400.0,USD,118400.0,US,0,US,Medium
2025,Entry,Full-time,Engineer,170000.0,USD,170000.0,US,0,US,Medium
2024,Senior,Full-time,Data Lead,234000.0,USD,234000.0,US,0,US,Large
2024,Senior,Full-time,Manager,294000.0,USD,294000.0,US,0,US,Medium
2025,Senior,Full-time,Cloud Engineer,149600.0,USD,149600.0,US,0,US,Medium
2024,Mid,Full-time,Analytics Engineer,133000.0,USD,133000.0,CA,100,CA,Medium
2025,Senior,Full-time,Engineer,107000.0,USD,107000.0,US,0,US,Medium
2025,Entry,Full-time,Business Intelligence,44000.0,USD,44000.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,259000.0,USD,259000.0,US,0,US,Medium
2023,Senior,Full-time,Research Engineer,80000.0,USD,80000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,116000.0,USD,116000.0,US,100,US,Medium
2025,Senior,Full-time,Analytics Engineer,163000.0,USD,163000.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,178250.0,USD,178250.0,US,0,US,Medium
2024,Entry,Full-time,Data Analyst,109900.0,USD,109900.0,US,100,US,Medium
2024,Entry,Full-time,Data Scientist,60300.0,USD,60300.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,76100.0,USD,76100.0,US,0,US,Medium
2024,Entry,Full-time,Machine Learning Engineer,80000.0,USD,80000.0,US,100,US,Medium
2024,Senior,Full-time,Engineer,440000.0,USD,440000.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,169000.0,USD,169000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,103200.0,USD,103200.0,US,100,US,Medium
2024,Senior,Full-time,Data Engineer,184920.0,USD,184920.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,181600.0,USD,181600.0,US,100,US,Medium
2022,Entry,Full-time,Machine Learning Engineer,83000.0,USD,83000.0,US,0,US,Large
2024,Mid,Full-time,Data Scientist,175300.0,USD,175300.0,US,100,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,83000.0,EUR,87368.0,EE,0,EE,Medium
2022,Senior,Full-time,Data Architect,136000.0,USD,136000.0,US,100,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,192000.0,USD,192000.0,US,100,US,Medium
2024,Mid,Full-time,Manager,48000.0,USD,48000.0,MX,100,MX,Medium
2024,Senior,Full-time,Data Manager,196747.0,USD,196747.0,US,0,US,Medium
2024,Senior,Full-time,Head of Data,248400.0,USD,248400.0,US,100,US,Medium
2024,Mid,Full-time,Solutions Architect,126200.0,USD,126200.0,US,0,US,Large
